Review,words,Prediction
En coche desde Cancún vale la pena totalmente. Sin duda salir temprano... estábamos fuera de 7 de la mañana y almorzar como el calor y autobuses de excursión llegamos. Simplemente conseguir un transporte y alquiler de un guía en el sitio...son fenomenales y muy bien cócteles preparados.,E n   c o c h e   d e s d e   C a n c ú n   v a l e   l a   p e n a   t o t a l m e n t e .   S i n   d u d a   s a l i r   t e m p r a n o . . .   e s t á b a m o s   f u e r a   d e   7   d e   l a   m a ñ a n a   y   a l m o r z a r   c o m o   e l   c a l o r   y   a u t o b u s e s   d e   e x c u r s i ó n   l l e g a m o s .   S i m p l e m e n t e   c o n s e g u i r   u n   t r a n s p o r t e   y   a l q u i l e r   d e   u n   g u í a   e n   e l   s i t i o . . . s o n   f e n o m e n a l e s   y   m u y   b i e n   c ó c t e l e s   p r e p a r a d o s .,5
"Cenamos en este típico restaurante maya. La decoración es hermosa, la comida es muy buena. Puede tener la suerte de ser atendido por Yazmin, que estará encantada de enseñarle el lugar y el jardín de donde procede la comida.","C e n a m o s   e n   e s t e   t í p i c o   r e s t a u r a n t e   m a y a .   L a   d e c o r a c i ó n   e s   h e r m o s a ,   l a   c o m i d a   e s   m u y   b u e n a .   P u e d e   t e n e r   l a   s u e r t e   d e   s e r   a t e n d i d o   p o r   Y a z m i n ,   q u e   e s t a r á   e n c a n t a d a   d e   e n s e ñ a r l e   e l   l u g a r   y   e l   j a r d í n   d e   d o n d e   p r o c e d e   l a   c o m i d a .",5
"El ""modus operandi"" de éstas personas que malamente se hacen llamar restaurante es, recibirte de manera cordial y al pagar la cuenta te dicen que hay que pagar la entrada, por persona. Te dan la excusa que estaba escrito en la puerta.( En pequeño y...Más","E l   "" m o d u s   o p e r a n d i ""   d e   é s t a s   p e r s o n a s   q u e   m a l a m e n t e   s e   h a c e n   l l a m a r   r e s t a u r a n t e   e s ,   r e c i b i r t e   d e   m a n e r a   c o r d i a l   y   a l   p a g a r   l a   c u e n t a   t e   d i c e n   q u e   h a y   q u e   p a g a r   l a   e n t r a d a ,   p o r   p e r s o n a .   T e   d a n   l a   e x c u s a   q u e   e s t a b a   e s c r i t o   e n   l a   p u e r t a . (   E n   p e q u e ñ o   y . . . M á s",5
"A medida del paso del tiempo, se han disminuido la calidad y cantidad de los alimentos, en mi ultima visita, el café que anteriormente estaba incluido en el menu del dia,(calidad regular) ya no se ofrece. y me pregunto a nivel empresa cuanto puede causar...de costo una taza de cafe? para evitar ofrecerlo como antes incluido en el menu del dia.  Lugar que es típico y que ha gozado de buenas referencias a lo largo del tiempo. Conservenlo y actualicen su servicio, si es que quieren seguir  en esto..Más","A   m e d i d a   d e l   p a s o   d e l   t i e m p o ,   s e   h a n   d i s m i n u i d o   l a   c a l i d a d   y   c a n t i d a d   d e   l o s   a l i m e n t o s ,   e n   m i   u l t i m a   v i s i t a ,   e l   c a f é   q u e   a n t e r i o r m e n t e   e s t a b a   i n c l u i d o   e n   e l   m e n u   d e l   d i a , ( c a l i d a d   r e g u l a r )   y a   n o   s e   o f r e c e .   y   m e   p r e g u n t o   a   n i v e l   e m p r e s a   c u a n t o   p u e d e   c a u s a r . . . d e   c o s t o   u n a   t a z a   d e   c a f e ?   p a r a   e v i t a r   o f r e c e r l o   c o m o   a n t e s   i n c l u i d o   e n   e l   m e n u   d e l   d i a .     L u g a r   q u e   e s   t í p i c o   y   q u e   h a   g o z a d o   d e   b u e n a s   r e f e r e n c i a s   a   l o   l a r g o   d e l   t i e m p o .   C o n s e r v e n l o   y   a c t u a l i c e n   s u   s e r v i c i o ,   s i   e s   q u e   q u i e r e n   s e g u i r     e n   e s t o . . M á s",5
"Baños llenos de cabellos, cortina con manchas amarillas que no parecen de hongos Muebles sucios Tienes que pagar para mejorar la velocidad del Internet  Deficientes medidas sanitarias (covid-19) Televisión con pocos canales e imagen de muy mala calidad ","B a ñ o s   l l e n o s   d e   c a b e l l o s ,   c o r t i n a   c o n   m a n c h a s   a m a r i l l a s   q u e   n o   p a r e c e n   d e   h o n g o s   M u e b l e s   s u c i o s   T i e n e s   q u e   p a g a r   p a r a   m e j o r a r   l a   v e l o c i d a d   d e l   I n t e r n e t     D e f i c i e n t e s   m e d i d a s   s a n i t a r i a s   ( c o v i d - 1 9 )   T e l e v i s i ó n   c o n   p o c o s   c a n a l e s   e   i m a g e n   d e   m u y   m a l a   c a l i d a d  ",5
"Comimos delicioso y el servicio muy fue muy amable, nos atendió Ángel y lo hizo de maravilla, muy atento y sus recomendaciones fueron muy buenas. 
Recomiendo el Boox Kaax Pibil, delicioso!","C o m i m o s   d e l i c i o s o   y   e l   s e r v i c i o   m u y   f u e   m u y   a m a b l e ,   n o s   a t e n d i ó   Á n g e l   y   l o   h i z o   d e   m a r a v i l l a ,   m u y   a t e n t o   y   s u s   r e c o m e n d a c i o n e s   f u e r o n   m u y   b u e n a s .    
 R e c o m i e n d o   e l   B o o x   K a a x   P i b i l ,   d e l i c i o s o !",5
"Este mercado no difiere nada de cualquier mercada que podemos encontrar en nuestras ciudades de origen sin embargo es recomendable conocerlo por su arquitectura, fue pensado para una estacion de tren en su momento, fue restaurado y bien vale la pena visitarlo por la condicion que guarda.","E s t e   m e r c a d o   n o   d i f i e r e   n a d a   d e   c u a l q u i e r   m e r c a d a   q u e   p o d e m o s   e n c o n t r a r   e n   n u e s t r a s   c i u d a d e s   d e   o r i g e n   s i n   e m b a r g o   e s   r e c o m e n d a b l e   c o n o c e r l o   p o r   s u   a r q u i t e c t u r a ,   f u e   p e n s a d o   p a r a   u n a   e s t a c i o n   d e   t r e n   e n   s u   m o m e n t o ,   f u e   r e s t a u r a d o   y   b i e n   v a l e   l a   p e n a   v i s i t a r l o   p o r   l a   c o n d i c i o n   q u e   g u a r d a .",5
"Me encantó este lugar, a la vanguardia de la tecnología que expone las maravillas de la cultura maya. También llamó mi atención que en las salas se proyecten diversas películas de corte actual, sin costo alguno. El edificio por sí es digno de admirarse.","M e   e n c a n t ó   e s t e   l u g a r ,   a   l a   v a n g u a r d i a   d e   l a   t e c n o l o g í a   q u e   e x p o n e   l a s   m a r a v i l l a s   d e   l a   c u l t u r a   m a y a .   T a m b i é n   l l a m ó   m i   a t e n c i ó n   q u e   e n   l a s   s a l a s   s e   p r o y e c t e n   d i v e r s a s   p e l í c u l a s   d e   c o r t e   a c t u a l ,   s i n   c o s t o   a l g u n o .   E l   e d i f i c i o   p o r   s í   e s   d i g n o   d e   a d m i r a r s e .",5
Sitio tranquilo para el paseo acompañado de alguien que te explique cada historio de cada pedacito de esta gran momunento.,S i t i o   t r a n q u i l o   p a r a   e l   p a s e o   a c o m p a ñ a d o   d e   a l g u i e n   q u e   t e   e x p l i q u e   c a d a   h i s t o r i o   d e   c a d a   p e d a c i t o   d e   e s t a   g r a n   m o m u n e n t o .,5
"El servicio de animación excelente de parte del animador Alberto Rosas Guzman, enrique,edgar muy buenas las clases yoga, y diversión a lo grande en actividades acuaticas la limpieca siempre a tiempo muy buena la pizza y bebidas muy ricas Gracias a todos sea garden","E l   s e r v i c i o   d e   a n i m a c i ó n   e x c e l e n t e   d e   p a r t e   d e l   a n i m a d o r   A l b e r t o   R o s a s   G u z m a n ,   e n r i q u e , e d g a r   m u y   b u e n a s   l a s   c l a s e s   y o g a ,   y   d i v e r s i ó n   a   l o   g r a n d e   e n   a c t i v i d a d e s   a c u a t i c a s   l a   l i m p i e c a   s i e m p r e   a   t i e m p o   m u y   b u e n a   l a   p i z z a   y   b e b i d a s   m u y   r i c a s   G r a c i a s   a   t o d o s   s e a   g a r d e n",5
"La comida es solo buena 
Los precios son muy altos 
Muy por debajo de mis expectativas que tenía 
Tiene muy buen prestigio en Nuevo Vallarta, y sí es mucho mejor que el de Monterrey. Yo estuve ahí pero nada que ver uno con otro. Necesitan...Más","L a   c o m i d a   e s   s o l o   b u e n a    
 L o s   p r e c i o s   s o n   m u y   a l t o s    
 M u y   p o r   d e b a j o   d e   m i s   e x p e c t a t i v a s   q u e   t e n í a    
 T i e n e   m u y   b u e n   p r e s t i g i o   e n   N u e v o   V a l l a r t a ,   y   s í   e s   m u c h o   m e j o r   q u e   e l   d e   M o n t e r r e y .   Y o   e s t u v e   a h í   p e r o   n a d a   q u e   v e r   u n o   c o n   o t r o .   N e c e s i t a n . . . M á s",5
"buen sitio para tomar el vermouth y alguna tapa, es un bar de toda la vida  y quiza hay ido bajando su calidad aprovechandose de su fama...","b u e n   s i t i o   p a r a   t o m a r   e l   v e r m o u t h   y   a l g u n a   t a p a ,   e s   u n   b a r   d e   t o d a   l a   v i d a     y   q u i z a   h a y   i d o   b a j a n d o   s u   c a l i d a d   a p r o v e c h a n d o s e   d e   s u   f a m a . . .",5
"Todo el servicio excelente , lo único malo era el ascensor que demoraba demasiado, varias veces hubo que usar las escaleras, parecía estar mal programado porque se pasaba mucho tiempo esperando. El resto excelente","T o d o   e l   s e r v i c i o   e x c e l e n t e   ,   l o   ú n i c o   m a l o   e r a   e l   a s c e n s o r   q u e   d e m o r a b a   d e m a s i a d o ,   v a r i a s   v e c e s   h u b o   q u e   u s a r   l a s   e s c a l e r a s ,   p a r e c í a   e s t a r   m a l   p r o g r a m a d o   p o r q u e   s e   p a s a b a   m u c h o   t i e m p o   e s p e r a n d o .   E l   r e s t o   e x c e l e n t e",5
"Es de 19 años que estoy visitando Monterrey por negocios y todavía estoy buscando el hotel perfecto para mi estancia; el NH es una agradable propiedad en una zona privilegiada (San Pedro, prácticamente todo en uno con centro comercial El palacio de hierro) donde puede conseguir prácticamente en cualquier lugar en 5 minutos Super o dar un paseo si te apetece. El hotel está bien cuidado, las habitaciones son espaciosas, con aire acondicionado y Wi-Fi es lo suficientemente silencioso funciona bien. Así que, ¿por qué no un 5 estrellas? Bien, creo que se equivoca y más características de personalidad en la habitación, que es moderno y elegante, pero podría ser tan bueno como lo pintan mejor amuebladas (viajo solo y sólo por una semana, pero no puedo adivinar dónde almacenar más_x0085_","E s   d e   1 9   a ñ o s   q u e   e s t o y   v i s i t a n d o   M o n t e r r e y   p o r   n e g o c i o s   y   t o d a v í a   e s t o y   b u s c a n d o   e l   h o t e l   p e r f e c t o   p a r a   m i   e s t a n c i a ;   e l   N H   e s   u n a   a g r a d a b l e   p r o p i e d a d   e n   u n a   z o n a   p r i v i l e g i a d a   ( S a n   P e d r o ,   p r á c t i c a m e n t e   t o d o   e n   u n o   c o n   c e n t r o   c o m e r c i a l   E l   p a l a c i o   d e   h i e r r o )   d o n d e   p u e d e   c o n s e g u i r   p r á c t i c a m e n t e   e n   c u a l q u i e r   l u g a r   e n   5   m i n u t o s   S u p e r   o   d a r   u n   p a s e o   s i   t e   a p e t e c e .   E l   h o t e l   e s t á   b i e n   c u i d a d o ,   l a s   h a b i t a c i o n e s   s o n   e s p a c i o s a s ,   c o n   a i r e   a c o n d i c i o n a d o   y   W i - F i   e s   l o   s u f i c i e n t e m e n t e   s i l e n c i o s o   f u n c i o n a   b i e n .   A s í   q u e ,   ¿ p o r   q u é   n o   u n   5   e s t r e l l a s ?   B i e n ,   c r e o   q u e   s e   e q u i v o c a   y   m á s   c a r a c t e r í s t i c a s   d e   p e r s o n a l i d a d   e n   l a   h a b i t a c i ó n ,   q u e   e s   m o d e r n o   y   e l e g a n t e ,   p e r o   p o d r í a   s e r   t a n   b u e n o   c o m o   l o   p i n t a n   m e j o r   a m u e b l a d a s   ( v i a j o   s o l o   y   s ó l o   p o r   u n a   s e m a n a ,   p e r o   n o   p u e d o   a d i v i n a r   d ó n d e   a l m a c e n a r   m á s _ x 0 0 8 5 _",5
"Nos alojamos en este hotel dos veces este mes. La primera vez que disfrutamos de nuestra estancia y nos pareció que la habitación era muy cómoda, la piscina tiene una magnífica vista de la ciudad y la ubicación fenomenal. El único aspecto negativo fue la ducha goteaba hacia el dormitorio. A nuestro regreso, dos semanas más tarde, nos dieron nuestra habitación y nos dijeron que no iba a estar lista para una hora. Almorzamos en el vestíbulo y luego informado"" no había ninguna habitación en el Inn! El hotel estaba lleno, a pesar de ser confirmada nuestra reserva 6 meses antes. Nos pusieron en un taxi y fueron objeto de dumping en el Hotel Saratoga hijo dormido que estaba bien pero sin duda no es un 5 estrellas como nos habían dicho. Haciendo contacto con nuestra compañía de viajes…","N o s   a l o j a m o s   e n   e s t e   h o t e l   d o s   v e c e s   e s t e   m e s .   L a   p r i m e r a   v e z   q u e   d i s f r u t a m o s   d e   n u e s t r a   e s t a n c i a   y   n o s   p a r e c i ó   q u e   l a   h a b i t a c i ó n   e r a   m u y   c ó m o d a ,   l a   p i s c i n a   t i e n e   u n a   m a g n í f i c a   v i s t a   d e   l a   c i u d a d   y   l a   u b i c a c i ó n   f e n o m e n a l .   E l   ú n i c o   a s p e c t o   n e g a t i v o   f u e   l a   d u c h a   g o t e a b a   h a c i a   e l   d o r m i t o r i o .   A   n u e s t r o   r e g r e s o ,   d o s   s e m a n a s   m á s   t a r d e ,   n o s   d i e r o n   n u e s t r a   h a b i t a c i ó n   y   n o s   d i j e r o n   q u e   n o   i b a   a   e s t a r   l i s t a   p a r a   u n a   h o r a .   A l m o r z a m o s   e n   e l   v e s t í b u l o   y   l u e g o   i n f o r m a d o ""   n o   h a b í a   n i n g u n a   h a b i t a c i ó n   e n   e l   I n n !   E l   h o t e l   e s t a b a   l l e n o ,   a   p e s a r   d e   s e r   c o n f i r m a d a   n u e s t r a   r e s e r v a   6   m e s e s   a n t e s .   N o s   p u s i e r o n   e n   u n   t a x i   y   f u e r o n   o b j e t o   d e   d u m p i n g   e n   e l   H o t e l   S a r a t o g a   h i j o   d o r m i d o   q u e   e s t a b a   b i e n   p e r o   s i n   d u d a   n o   e s   u n   5   e s t r e l l a s   c o m o   n o s   h a b í a n   d i c h o .   H a c i e n d o   c o n t a c t o   c o n   n u e s t r a   c o m p a ñ í a   d e   v i a j e s …",5
"Un hotel Caro y bastante descuidado, olor a humedad, sabanas sucias, baño medio limpio, colchones y almohadas incomodas y ya viejo, lo único bueno era la ubicación y la vista que tiene, el personal normal, ni muy amable ni despotas.","U n   h o t e l   C a r o   y   b a s t a n t e   d e s c u i d a d o ,   o l o r   a   h u m e d a d ,   s a b a n a s   s u c i a s ,   b a ñ o   m e d i o   l i m p i o ,   c o l c h o n e s   y   a l m o h a d a s   i n c o m o d a s   y   y a   v i e j o ,   l o   ú n i c o   b u e n o   e r a   l a   u b i c a c i ó n   y   l a   v i s t a   q u e   t i e n e ,   e l   p e r s o n a l   n o r m a l ,   n i   m u y   a m a b l e   n i   d e s p o t a s .",5
"Para algo que supuestamente es uno de los ""top tres espectáculos en el mundo"" (que, ahora que lo pienso, es increíblemente vago-sonar y probablemente una mentira), es una decepción enorme Tropicana.Al entrar todos los hombres dan un cigarro, y todas las mujeres una flor. Mi madre me preguntó si podía tener un puro (en la esperanza de tomar de regreso a casa con nosotros como un recuerdo), pero fue rechazado, que creo que es bastante sexista. Por no mencionar el hecho de que un puro es, obviamente, va a ser más caro que una flor que estaba muerto al final del espectáculo.La cena que está incluido en el precio de su billete era atroz; para un principiante hay una consistente en seco 'alad, repollo blanco, zanahoria y rodajas de pepino seco y apenas tomates maduro; entonces, es seguido por vaya', que es básicamente el caldo de pollo con algunas Verduras de lata estar en el fondo de la taza (si tienes suerte); después se seca, patatas, carne y verduras más lata; y luego, para el postre, un brownie que se puede comer en dos bocados. La calidad de la comida era peor que la de nuestro hotel, que es pésimo, sobre todo por el precio que pagamos.La distribución de los asientos de la audiencia es terrible. La parte de atrás vas, menos se puede ver. Al principio pusieron en una mesa en la parte trasera, donde el escenario estaba bloqueado por otras personas y, por alguna razón, los árboles. Pudimos ver que era otra mesa libre, donde los asientos habría sido el mismo precio que pagamos, así que antes de el show comenzó preguntamos si nos podían trasladar allí. La camarera era muy hostil y nos dijeron que no podíamos, no importa cuántas veces hemos intentado explicar que no se podrá ver. A unos cinco minutos en el espectáculo (que apenas podía ver), nos dimos cuenta de que la mesa estaba todavía libre, y así que pedimos un paso de camarero si nos podían trasladar allí. Dijo que estaba absolutamente ningún problema, y por supuesto que podríamos. Yo todavía no entiendo por qué la camarera estaba tan enojado.El espectáculo en sí estaba bien. Siento que me hubiera gustado más la noche no ya ha sido arruinada por la comida horrible y agresiva camarera. Yo no estaba muy impresionado por el canto o la danza, pero más por el vestuario. Hacia el final me sentía aburrido; no había argumentos, y todas las canciones y danzas parecía y sonaba el mismo. Llegó a el punto donde yo estaba más entretenido por un hombre borracho sentado junto a nosotros cantando a gritos, fuera de tono y fuera de superar, de lo que era en la actores.Creo que es justo decir que no disfruté de mi visita aquí, y definitivamente no lo recomiendo a nadie. Si reserva con Thomas Cook (como nosotros) y luego ir a la excursión de un día, o hacer la excursión de noche y vaya por la opción no para ver el espectáculo (ahorro de 70 CUC cada capricho mientras tanto).","P a r a   a l g o   q u e   s u p u e s t a m e n t e   e s   u n o   d e   l o s   "" t o p   t r e s   e s p e c t á c u l o s   e n   e l   m u n d o ""   ( q u e ,   a h o r a   q u e   l o   p i e n s o ,   e s   i n c r e í b l e m e n t e   v a g o - s o n a r   y   p r o b a b l e m e n t e   u n a   m e n t i r a ) ,   e s   u n a   d e c e p c i ó n   e n o r m e   T r o p i c a n a . A l   e n t r a r   t o d o s   l o s   h o m b r e s   d a n   u n   c i g a r r o ,   y   t o d a s   l a s   m u j e r e s   u n a   f l o r .   M i   m a d r e   m e   p r e g u n t ó   s i   p o d í a   t e n e r   u n   p u r o   ( e n   l a   e s p e r a n z a   d e   t o m a r   d e   r e g r e s o   a   c a s a   c o n   n o s o t r o s   c o m o   u n   r e c u e r d o ) ,   p e r o   f u e   r e c h a z a d o ,   q u e   c r e o   q u e   e s   b a s t a n t e   s e x i s t a .   P o r   n o   m e n c i o n a r   e l   h e c h o   d e   q u e   u n   p u r o   e s ,   o b v i a m e n t e ,   v a   a   s e r   m á s   c a r o   q u e   u n a   f l o r   q u e   e s t a b a   m u e r t o   a l   f i n a l   d e l   e s p e c t á c u l o . L a   c e n a   q u e   e s t á   i n c l u i d o   e n   e l   p r e c i o   d e   s u   b i l l e t e   e r a   a t r o z ;   p a r a   u n   p r i n c i p i a n t e   h a y   u n a   c o n s i s t e n t e   e n   s e c o   ' a l a d ,   r e p o l l o   b l a n c o ,   z a n a h o r i a   y   r o d a j a s   d e   p e p i n o   s e c o   y   a p e n a s   t o m a t e s   m a d u r o ;   e n t o n c e s ,   e s   s e g u i d o   p o r   v a y a ' ,   q u e   e s   b á s i c a m e n t e   e l   c a l d o   d e   p o l l o   c o n   a l g u n a s   V e r d u r a s   d e   l a t a   e s t a r   e n   e l   f o n d o   d e   l a   t a z a   ( s i   t i e n e s   s u e r t e ) ;   d e s p u é s   s e   s e c a ,   p a t a t a s ,   c a r n e   y   v e r d u r a s   m á s   l a t a ;   y   l u e g o ,   p a r a   e l   p o s t r e ,   u n   b r o w n i e   q u e   s e   p u e d e   c o m e r   e n   d o s   b o c a d o s .   L a   c a l i d a d   d e   l a   c o m i d a   e r a   p e o r   q u e   l a   d e   n u e s t r o   h o t e l ,   q u e   e s   p é s i m o ,   s o b r e   t o d o   p o r   e l   p r e c i o   q u e   p a g a m o s . L a   d i s t r i b u c i ó n   d e   l o s   a s i e n t o s   d e   l a   a u d i e n c i a   e s   t e r r i b l e .   L a   p a r t e   d e   a t r á s   v a s ,   m e n o s   s e   p u e d e   v e r .   A l   p r i n c i p i o   p u s i e r o n   e n   u n a   m e s a   e n   l a   p a r t e   t r a s e r a ,   d o n d e   e l   e s c e n a r i o   e s t a b a   b l o q u e a d o   p o r   o t r a s   p e r s o n a s   y ,   p o r   a l g u n a   r a z ó n ,   l o s   á r b o l e s .   P u d i m o s   v e r   q u e   e r a   o t r a   m e s a   l i b r e ,   d o n d e   l o s   a s i e n t o s   h a b r í a   s i d o   e l   m i s m o   p r e c i o   q u e   p a g a m o s ,   a s í   q u e   a n t e s   d e   e l   s h o w   c o m e n z ó   p r e g u n t a m o s   s i   n o s   p o d í a n   t r a s l a d a r   a l l í .   L a   c a m a r e r a   e r a   m u y   h o s t i l   y   n o s   d i j e r o n   q u e   n o   p o d í a m o s ,   n o   i m p o r t a   c u á n t a s   v e c e s   h e m o s   i n t e n t a d o   e x p l i c a r   q u e   n o   s e   p o d r á   v e r .   A   u n o s   c i n c o   m i n u t o s   e n   e l   e s p e c t á c u l o   ( q u e   a p e n a s   p o d í a   v e r ) ,   n o s   d i m o s   c u e n t a   d e   q u e   l a   m e s a   e s t a b a   t o d a v í a   l i b r e ,   y   a s í   q u e   p e d i m o s   u n   p a s o   d e   c a m a r e r o   s i   n o s   p o d í a n   t r a s l a d a r   a l l í .   D i j o   q u e   e s t a b a   a b s o l u t a m e n t e   n i n g ú n   p r o b l e m a ,   y   p o r   s u p u e s t o   q u e   p o d r í a m o s .   Y o   t o d a v í a   n o   e n t i e n d o   p o r   q u é   l a   c a m a r e r a   e s t a b a   t a n   e n o j a d o . E l   e s p e c t á c u l o   e n   s í   e s t a b a   b i e n .   S i e n t o   q u e   m e   h u b i e r a   g u s t a d o   m á s   l a   n o c h e   n o   y a   h a   s i d o   a r r u i n a d a   p o r   l a   c o m i d a   h o r r i b l e   y   a g r e s i v a   c a m a r e r a .   Y o   n o   e s t a b a   m u y   i m p r e s i o n a d o   p o r   e l   c a n t o   o   l a   d a n z a ,   p e r o   m á s   p o r   e l   v e s t u a r i o .   H a c i a   e l   f i n a l   m e   s e n t í a   a b u r r i d o ;   n o   h a b í a   a r g u m e n t o s ,   y   t o d a s   l a s   c a n c i o n e s   y   d a n z a s   p a r e c í a   y   s o n a b a   e l   m i s m o .   L l e g ó   a   e l   p u n t o   d o n d e   y o   e s t a b a   m á s   e n t r e t e n i d o   p o r   u n   h o m b r e   b o r r a c h o   s e n t a d o   j u n t o   a   n o s o t r o s   c a n t a n d o   a   g r i t o s ,   f u e r a   d e   t o n o   y   f u e r a   d e   s u p e r a r ,   d e   l o   q u e   e r a   e n   l a   a c t o r e s . C r e o   q u e   e s   j u s t o   d e c i r   q u e   n o   d i s f r u t é   d e   m i   v i s i t a   a q u í ,   y   d e f i n i t i v a m e n t e   n o   l o   r e c o m i e n d o   a   n a d i e .   S i   r e s e r v a   c o n   T h o m a s   C o o k   ( c o m o   n o s o t r o s )   y   l u e g o   i r   a   l a   e x c u r s i ó n   d e   u n   d í a ,   o   h a c e r   l a   e x c u r s i ó n   d e   n o c h e   y   v a y a   p o r   l a   o p c i ó n   n o   p a r a   v e r   e l   e s p e c t á c u l o   ( a h o r r o   d e   7 0   C U C   c a d a   c a p r i c h o   m i e n t r a s   t a n t o ) .",5
"Para empezar, te sirven una botella de agua que no has pedido y si no dices nada te la acaban cobrando aunque no la toques.
La comida, buena tirando a normalita (raciones abundantes y calidad pasable). El ambiente bastante bueno, aunque algo oscuro. 
Y ahora...Más","P a r a   e m p e z a r ,   t e   s i r v e n   u n a   b o t e l l a   d e   a g u a   q u e   n o   h a s   p e d i d o   y   s i   n o   d i c e s   n a d a   t e   l a   a c a b a n   c o b r a n d o   a u n q u e   n o   l a   t o q u e s .  
 L a   c o m i d a ,   b u e n a   t i r a n d o   a   n o r m a l i t a   ( r a c i o n e s   a b u n d a n t e s   y   c a l i d a d   p a s a b l e ) .   E l   a m b i e n t e   b a s t a n t e   b u e n o ,   a u n q u e   a l g o   o s c u r o .    
 Y   a h o r a . . . M á s",5
"Conocer un poco de historia de la epoca revolucionaria, dnd los hermanos serdan vivieron y murieron en pro de sus ideales y ayudaron en parte de lo q hoy es Mexico...","C o n o c e r   u n   p o c o   d e   h i s t o r i a   d e   l a   e p o c a   r e v o l u c i o n a r i a ,   d n d   l o s   h e r m a n o s   s e r d a n   v i v i e r o n   y   m u r i e r o n   e n   p r o   d e   s u s   i d e a l e s   y   a y u d a r o n   e n   p a r t e   d e   l o   q   h o y   e s   M e x i c o . . .",5
"Lástima de tan buena cocina, la carne está deliciosa, el aguacate con chicharron y el pastel de pistacho todo excelente; lástima de los precios, son exagerados y la verdad me sentí insultada, pedí un agua natural y me trajeron una botella de agua de piedra...Más","L á s t i m a   d e   t a n   b u e n a   c o c i n a ,   l a   c a r n e   e s t á   d e l i c i o s a ,   e l   a g u a c a t e   c o n   c h i c h a r r o n   y   e l   p a s t e l   d e   p i s t a c h o   t o d o   e x c e l e n t e ;   l á s t i m a   d e   l o s   p r e c i o s ,   s o n   e x a g e r a d o s   y   l a   v e r d a d   m e   s e n t í   i n s u l t a d a ,   p e d í   u n   a g u a   n a t u r a l   y   m e   t r a j e r o n   u n a   b o t e l l a   d e   a g u a   d e   p i e d r a . . . M á s",5
Hay un tope de puerta en medio del baño que puede ocasionar una fractura o caida; se lo enseñe al gerente.  Se fue la luz y me dieron la opción de subir por las escaleras subi pero la barra de panico para abrir la puerta de emergencia no abria la puerta inclusive lo vio el personal del hotel ya que tiene un sistema adicion de cierre central que inpide abrir dichas puertasesta es una grave violacion de seguridad ante un sininietro tardaron mas de 15 minutos en abrir dicha puerta de emergencia esto es totalmente inaceptable.,H a y   u n   t o p e   d e   p u e r t a   e n   m e d i o   d e l   b a ñ o   q u e   p u e d e   o c a s i o n a r   u n a   f r a c t u r a   o   c a i d a ;   s e   l o   e n s e ñ e   a l   g e r e n t e .     S e   f u e   l a   l u z   y   m e   d i e r o n   l a   o p c i ó n   d e   s u b i r   p o r   l a s   e s c a l e r a s   s u b i   p e r o   l a   b a r r a   d e   p a n i c o   p a r a   a b r i r   l a   p u e r t a   d e   e m e r g e n c i a   n o   a b r i a   l a   p u e r t a   i n c l u s i v e   l o   v i o   e l   p e r s o n a l   d e l   h o t e l   y a   q u e   t i e n e   u n   s i s t e m a   a d i c i o n   d e   c i e r r e   c e n t r a l   q u e   i n p i d e   a b r i r   d i c h a s   p u e r t a s e s t a   e s   u n a   g r a v e   v i o l a c i o n   d e   s e g u r i d a d   a n t e   u n   s i n i n i e t r o   t a r d a r o n   m a s   d e   1 5   m i n u t o s   e n   a b r i r   d i c h a   p u e r t a   d e   e m e r g e n c i a   e s t o   e s   t o t a l m e n t e   i n a c e p t a b l e .,5
"Fuimos x recomendación de varias paginas web, el lugar está bien, las raciones algo más escasas que en otros lugares donde habiamos comido y el precio de infarto... Cariisimo, pagamos con creces el nombre y la popularidad.Más","F u i m o s   x   r e c o m e n d a c i ó n   d e   v a r i a s   p a g i n a s   w e b ,   e l   l u g a r   e s t á   b i e n ,   l a s   r a c i o n e s   a l g o   m á s   e s c a s a s   q u e   e n   o t r o s   l u g a r e s   d o n d e   h a b i a m o s   c o m i d o   y   e l   p r e c i o   d e   i n f a r t o . . .   C a r i i s i m o ,   p a g a m o s   c o n   c r e c e s   e l   n o m b r e   y   l a   p o p u l a r i d a d . M á s",5
